SNR, noise angle, speech angle, reveberation time 
11.926825271252836, 2.1958246278346714, 1.259511842495216, 0.24974618341744478
15.205307497987432, 2.963358903503985, 2.4159421656927327, 0.3520681242489803
18.63263383328298, 0.7221453139784466, 1.8146113876904801, 0.3304984578083776
15.05729143377651, 0.44254442119913845, 2.910274272523415, 0.24963614671632806
15.625330106478536, 1.7364372264251187, 3.1148996525281336, 0.2098235582556316
13.128188887196783, 1.6412490159002007, 0.9625756161021244, 0.4407784783479281
19.67765002662474, 2.313252158519398, 0.09707662444682356, 0.2572420087500251
11.957923683155961, 0.9645663420076376, 0.0911808155626538, 0.4392572473282179
13.199947120720788, 1.4334794355384537, 1.9327646627215698, 0.27438851097137484
14.479441488663758, 0.06716604360572555, 2.2238763702598465, 0.4927198205258985
2.822145001735199, 0.7867431812379064, 0.2982806278482369, 0.5407167736012644
18.304279733420938, 1.171447420860532, 0.10094580211596867, 0.5688280217006774
7.276095405776881, 2.4416576849182055, 1.2189709028716285, 0.4986240406651337
11.09449437011418, 3.0944255455234555, 1.7874864453068529, 0.40847949521923715
4.574181573913297, 1.6386562454439948, 0.9637721413837734, 0.42171146869625376
8.996232674526723, 2.2754628348568837, 0.5015821836655414, 0.38455659593936853
7.293889304420233, 3.061557072452109, 2.731389860095111, 0.316466462070308
12.271593983649023, 2.4429624656862954, 0.1259030014618277, 0.35131642005503044
9.441747500654913, 2.028652437235072, 0.4880236314670583, 0.48696944747502946
6.523664255477007, 1.2344854594708243, 2.8926104670512043, 0.29797911433864555
14.972910429118322, 0.3160480713038966, 0.24212054164466823, 0.24709153524428018
16.367193922342384, 2.3899346715246317, 0.9633640997037043, 0.34035814366665673
4.961825869814578, 3.013329894895649, 2.097754434124177, 0.2615596796296585
16.50896003612137, 2.625343195318964, 1.9923122935995015, 0.5630428862570516
1.9548441186072552, 0.04018710847154865, 0.5974137322645457, 0.39711521080919554
13.41650886382659, 0.902662947978032, 2.0753089157446807, 0.3960936503686528
4.810113660440107, 1.8683312329912785, 0.5149055412707064, 0.3435736759679503
9.307045073152524, 0.3590075169862773, 2.2109614422540407, 0.5340572283000783
10.10304468538437, 2.081361088593296, 0.5456995553831019, 0.4431659251950798
19.21420555263066, 2.5811677766216183, 2.8372201493270963, 0.24757636478164288
18.819755751136412, 1.484326282645336, 1.1384911091839864, 0.41143599804483844
2.079668690417522, 0.49472689576724516, 3.0895249246542447, 0.30617288592411657
8.001234532579126, 0.562886562559301, 1.1735068093099408, 0.5716174313482371
12.569296014169822, 2.658762375687694, 2.7915947608775684, 0.4985077604560819
19.962672329164935, 3.0955686288753577, 2.9273544027928273, 0.5924930677979896
4.710495086092406, 0.4592217966269089, 0.25473074969365034, 0.5417105546816563
7.579211904887124, 1.0166744472964648, 0.8304114313198957, 0.32684097654695055
4.091449867060131, 2.461189745402715, 0.1100690879212406, 0.3085491946836423
10.394432001820029, 1.069726920710704, 1.4850352884794222, 0.23934421908520456
11.886818556762062, 1.9285170719502367, 1.9851648622860945, 0.4566430268501376
4.599429003657358, 2.241958481589258, 1.7460977953611578, 0.3854461785800894
19.93011080136709, 0.5113920773087343, 0.8709252532180294, 0.3239329653050433
14.44961815165087, 2.3828295531711827, 0.14496829947505588, 0.5416268590390939
3.942505791851454, 0.9546657838115347, 1.794815794183753, 0.3620319956014234
17.226634485743617, 1.0858700222323858, 1.2687694734519053, 0.4627750467746193
15.516358681903757, 0.2383740417172106, 0.7075444968882684, 0.5007319880993895
17.874738526208414, 2.2291426254561335, 1.4728688724214618, 0.31073614975957153
3.762981026306045, 2.838030143217121, 0.06582073874860503, 0.2859046757237182
15.970142427025237, 0.7133838153603819, 0.86419163543021, 0.5392424352732315
16.906467422836453, 1.9868391490717385, 1.3290621341824724, 0.3900877232029714
3.881422483589354, 0.18722259956518206, 0.5963391831326562, 0.3541702102457308
1.6172257390266043, 1.2745282595118803, 1.2363726347806594, 0.3826154125542976
18.92849977379432, 1.603012135439293, 1.7908173674372816, 0.2831511239377713
18.977610287997535, 2.432399330108805, 2.432070345096191, 0.2731672242468533
8.190118765269471, 1.5728710718345573, 0.3840542874128719, 0.576771816673027
7.380085967541106, 1.8922307419794082, 0.9975047855653411, 0.4140596017573579
14.902429420419956, 2.3426936545380483, 1.6016349702122659, 0.2522920221705898
4.224080821629745, 0.06047854528824463, 1.2276461175142803, 0.26146423576073485
0.041414920343143535, 0.8945802192006623, 0.7931494296139476, 0.5289627905989467
14.066895901225553, 1.3876004805090363, 2.7780299254988696, 0.5830467970634667
18.83541237582743, 0.8247703916590617, 2.4020126302884126, 0.5691904148724423
9.290942310956655, 1.1256286167309815, 2.235675310489625, 0.2395924537297568
